key_resp_instr.keys,key_resp_instr.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,trials_short.thisRepN,trials_short.thisTrialN,trials_short.thisN,trials_short.thisIndex,trials_short.ran,trials_short.order,Color0_r,Color0_g,Color0_b,Color45_r,Color45_g,Color45_b,Color90_r,Color90_g,Color90_b,Color135_r,Color135_g,Color135_b,Color180_r,Color180_g,Color180_b,Color225_r,Color225_g,Color225_b,Color270_r,Color270_g,Color270_b,Color315_r,Color315_g,Color315_b,Cueresp_r,Cueresp_g,Cueresp_b,target_angle,load,delay,trial,participant,date,expName,psychopyVersion,OS,frameRate,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,trials_inter.thisRepN,trials_inter.thisTrialN,trials_inter.thisN,trials_inter.thisIndex,trials_inter.ran,trials_inter.order,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,trials_long.thisRepN,trials_long.thisTrialN,trials_long.thisN,trials_long.thisIndex,trials_long.ran,trials_long.order
,,,,,,,,,,,,,,-1,-1,1,0,0,0,0,0,0,1,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,1,-1,-1,135,3,4,0,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,-0.400925926,0.209259259,1,0,0,1,0,16,0,1,15,,,,,,,,,,,,
,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,-1,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,1,1,-1,90,3,4,6,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,-0.02037037,0.388888889,1,0,0,1,0,16,6,1,15,,,,,,,,,,,,
,,,,,,,,,,,,,,-1,-1,1,1,1,-1,-1,1,1,0,0,0,-1,1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,0,7,4,7,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,0.399074074,0.009259259,1,0,0,1,0,16,15,1,15,,,,,,,,,,,,
,,,,,,,,,,,,,,0,0,0,0,0,0,1,-1,-1,-1,-1,1,0,0,0,0,0,0,-1,1,-1,0,0,0,-1,-1,1,135,3,4,1,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,-0.215740741,0.258333333,1,0,0,1,0,16,1,1,15,,,,,,,,,,,,
,,,,,,,,,,,,,,-1,-1,1,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,1,1,-1,1,-1,1,180,3,4,3,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,-0.408333333,0.039814815,1,0,0,1,0,16,3,1,15,,,,,,,,,,,,
,,,,,,,,,,,,,,0,0,0,1,1,1,0,0,0,0,0,0,1,-1,1,-1,1,1,0,0,0,0,0,0,-1,1,1,225,3,4,7,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,-0.294444444,-0.282407407,1,0,0,1,0,16,7,1,15,,,,,,,,,,,,
,,,,,,,,,,,,,,0,0,0,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,90,7,7,5,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,,,,,,,,,,,,-0.239814815,0.277777778,1,0,0,303.0899999,1,0,16,13,1,15
,,,,,,,,,,,,,,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,0,0,0,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,45,7,7,6,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,,,,,,,,,,,,0.311111111,0.243518519,1,0,0,317.1899998,1,0,16,14,1,15
,,,,,,,,,,,,,,1,-1,-1,0,0,0,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,1,1,90,7,7,4,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,,,,,,,,,,,,0.006481481,0.431481481,1,0,0,329.7409999,1,0,16,12,1,15
,,,,,,,,,,,,,,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,0,0,0,1,-1,-1,90,7,7,2,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,,,,,,,,,,,,0.039814815,0.4,1,0,0,344.0909998,1,0,16,10,1,15
,,,,,,,,,,,,,,-1,1,-1,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,315,3,7,0,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,,,,,,,,,,,,0.288888889,-0.334259259,1,0,0,358.1399999,1,0,16,0,1,15
,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,1,1,-1,1,-1,-1,0,0,0,1,1,-1,225,3,7,4,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,,,,,,,,,,,,0.302027748,-0.234258271,1,0,0,421.7259998,1,0,16,4,1,15
,,,,,,,,,,,,,,0,0,0,1,1,-1,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,-1,1,-1,1,1,-1,45,3,7,5,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,,,,,,,,,,,,0.327641409,0.222518677,1,0,0,435.4259999,1,0,16,5,1,15
,,,,,,,,,,,,,,0,0,0,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,90,7,7,3,Victor,2021-04-09_21h25.58.392,task,3.2.3,Win32,60,,,,,,,,,,,,-0.020277481,0.330309498,1,0,0,449.4429998,1,0,16,11,1,15
